Repair Level,asian_zip,total_pop,ln_median_household_income,pop_density,prop_female,prop_under18,median_age,avg_house_size,prop_with_some_college,prop_school_enrollment,prop_dropout,prop_asian_unemployed,asian_median_household_income,prop_commute_by_car,avg_commute_time
0.0,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462,0.7753869384673462
0.1,0.773121932804832,0.7765194412986033,0.6526991317478293,0.7701019252548131,0.773121932804832,0.763684409211023,0.7663269158172895,0.6745941864854662,0.7701019252548131,0.773121932804832,0.7746319365798414,0.7716119290298226,0.7659494148735372,0.7719894299735749,0.7055492638731596
0.2,0.7719894299735749,0.7765194412986033,0.6100415251038127,0.768969422423556,0.7734994337485843,0.7534918837297093,0.7610419026047565,0.6481691204228011,0.7651944129860324,0.7723669309173273,0.7723669309173273,0.7663269158172895,0.7659494148735372,0.7587768969422424,0.7074367685919215
0.3,0.773121932804832,0.7765194412986033,0.5587013967534918,0.7644394110985278,0.762551906379766,0.7432993582483957,0.7508493771234428,0.6145715364288411,0.7561343903359758,0.7610419026047565,0.7659494148735372,0.7504718761796905,0.7659494148735372,0.7459418648546622,0.7078142695356738
0.4,0.7761419403548508,0.7765194412986033,0.5322763306908267,0.7568893922234805,0.7440543601359003,0.7259343148357871,0.7417893544733862,0.5722914307285768,0.7391468478671197,0.748961872404681,0.7500943752359381,0.7383918459796149,0.7659494148735372,0.7187617969044923,0.7232918082295205
0.5,0.7818044545111362,0.7765194412986033,0.46885617214043035,0.7459418648546622,0.7161192902982257,0.7093242733106833,0.7172517931294828,0.5171762929407323,0.715364288410721,0.7221593053982635,0.7210268025670065,0.7123442808607021,0.7659494148735372,0.6991317478293696,0.7217818044545111
0.6,0.7855794639486599,0.7765194412986033,0.4409211023027558,0.7444318610796526,0.7010192525481314,0.6938467346168365,0.7036617591543979,0.47904869762174407,0.6942242355605889,0.711211778029445,0.7017742544356361,0.6968667421668554,0.7659494148735372,0.6851642129105323,0.734239335598339
0.7,0.7799169497923745,0.7765194412986033,0.4258210645526614,0.7334843337108343,0.6779916949792375,0.6674216685541714,0.6761041902604756,0.41525103812759534,0.6776141940354851,0.6874292185730464,0.6772366930917327,0.6768591921479804,0.7659494148735372,0.6768591921479804,0.7081917704794262
0.8,0.7708569271423179,0.7765194412986033,0.4050585126462816,0.7285768214420536,0.6542091355228388,0.6557191392978482,0.6542091355228388,0.3344658361645904,0.6500566251415628,0.6655341638354096,0.6542091355228388,0.656474141185353,0.7659494148735372,0.6542091355228388,0.6677991694979237
0.9,0.768969422423556,0.7765194412986033,0.381275953189883,0.7149867874669686,0.6534541336353341,0.6545866364665912,0.6534541336353341,0.29709324273310683,0.6417516043790109,0.6632691581728954,0.6534541336353341,0.6534541336353341,0.7663269158172895,0.6534541336353341,0.6557191392978482
1.0,0.7648169120422801,0.7765194412986033,0.3465458663646659,0.7040392600981502,0.6534541336353341,0.6534541336353341,0.6534541336353341,0.3465458663646659,0.6534541336353341,0.6534541336353341,0.6534541336353341,0.6534541336353341,0.7659494148735372,0.6534541336353341,0.6534541336353341
