Disparate Impact,0,1
0.3362686391922038,0.8070970177425444,0.8070970177425444
0.3671022172906583,0.802567006417516,0.802567006417516
0.38544929684604734,0.8033220083050208,0.8033220083050208
0.416364122149402,0.7946394865987165,0.7946394865987165
0.451156667897449,0.7942619856549641,0.7942619856549641
0.5337166107949165,0.7852019630049075,0.7852019630049075
0.5944749157147889,0.7734994337485843,0.7734994337485843
0.6182300143764382,0.7670819177047943,0.7670819177047943
0.7039056215926358,0.7561343903359758,0.7561343903359758
0.8541223435481977,0.7346168365420913,0.7346168365420913
0.9112524137392967,0.7217818044545111,0.7217818044545111
