Repair Level,race,sex,yearofbirth,height,weight,haircolor,eyecolor,zipcode,registrationdate,crime,convictiondate,convictionstate,incarcerated,absconder
0.0,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053
0.1,0.916812865497076,0.9184210526315789,0.9131578947368421,0.9115497076023392,0.9052631578947369,0.9178362573099416,0.9157894736842105,0.9059941520467836,0.9099415204678363,0.9138888888888889,0.9093567251461988,0.9137426900584795,0.9175438596491228,0.9175438596491228
0.2,0.9150584795321638,0.9166666666666666,0.9162280701754386,0.9026315789473685,0.9083333333333333,0.9172514619883041,0.9181286549707602,0.9007309941520468,0.9099415204678363,0.9141812865497077,0.9093567251461988,0.9150584795321638,0.9197368421052632,0.9203216374269005
0.3,0.9154970760233918,0.9179824561403509,0.9178362573099416,0.9131578947368421,0.9100877192982456,0.9230994152046783,0.9178362573099416,0.8871345029239766,0.9099415204678363,0.922953216374269,0.9093567251461988,0.925,0.9176900584795321,0.9185672514619883
0.4,0.9157894736842105,0.9171052631578948,0.9195906432748538,0.908187134502924,0.9150584795321638,0.9213450292397661,0.9200292397660819,0.8640350877192983,0.9099415204678363,0.9252923976608187,0.9093567251461988,0.9217836257309941,0.9176900584795321,0.9159356725146199
0.5,0.9187134502923977,0.9190058479532164,0.9245614035087719,0.9090643274853801,0.9153508771929825,0.9244152046783626,0.9191520467836257,0.8447368421052631,0.9099415204678363,0.929093567251462,0.9093567251461988,0.9251461988304094,0.92046783625731,0.9200292397660819
0.6,0.9153508771929825,0.9194444444444444,0.9244152046783626,0.9055555555555556,0.9130116959064327,0.9242690058479532,0.9194444444444444,0.8127192982456141,0.9099415204678363,0.9279239766081872,0.9093567251461988,0.9252923976608187,0.9217836257309941,0.9141812865497077
0.7,0.9176900584795321,0.9173976608187134,0.925,0.9046783625730994,0.9181286549707602,0.9276315789473685,0.9252923976608187,0.7823099415204678,0.9099415204678363,0.9223684210526316,0.9090643274853801,0.9280701754385965,0.9211988304093567,0.9173976608187134
0.8,0.9236842105263158,0.9172514619883041,0.92046783625731,0.9048245614035088,0.9192982456140351,0.9233918128654971,0.9176900584795321,0.7399122807017544,0.9099415204678363,0.9340643274853802,0.9093567251461988,0.9257309941520467,0.9233918128654971,0.9156432748538011
0.9,0.9255847953216374,0.9195906432748538,0.9282163742690058,0.910233918128655,0.9166666666666666,0.9266081871345029,0.9124269005847954,0.6666666666666666,0.9100877192982456,0.9362573099415205,0.9096491228070176,0.9276315789473685,0.9258771929824562,0.9171052631578948
1.0,0.9564327485380117,0.9133040935672515,0.9369883040935673,0.9049707602339181,0.9228070175438596,0.960672514619883,0.9033625730994153,0.4046783625730994,0.9206140350877193,0.9317251461988304,0.9213450292397661,0.9311403508771929,0.9264619883040935,0.9166666666666666
