Repair Level,ALCABUS,PRIRCAT,TMSRVC,SEX1,RACE,RELTYP,age_1st_arrest,DRUGAB,RLAGE,NFRCTNS
0.0,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269,0.6808295789964269
0.1,0.6791207084045363,0.6767127543886904,0.6769457821966754,0.6795867640205064,0.6778002174926208,0.6795867640205064,0.6787323287245611,0.6800528196364766,0.6760136709647351,0.6796644399565015
0.2,0.6779555693646109,0.670265651701103,0.6743824763088395,0.6802081715084667,0.6746155041168246,0.6764797265807053,0.6772564859406556,0.6781109212366009,0.6700326238931179,0.6779555693646109
0.3,0.6737610688208793,0.659546372533789,0.6712754388690384,0.678343949044586,0.6718191704210036,0.6722075501009788,0.6749262078608047,0.6760136709647351,0.6624980581016001,0.6769457821966754
0.4,0.6712754388690384,0.6561286313500078,0.6669255864533168,0.6781109212366009,0.6699549479571228,0.6725182538449588,0.673139661332919,0.67578064315675,0.6592356687898089,0.6774895137486406
0.5,0.6684791051732173,0.653876029206152,0.6642846046294858,0.6767127543886904,0.6654497436694112,0.6696442442131427,0.6715861426130185,0.6751592356687898,0.6503029361503806,0.6732173372689141
0.6,0.6659157992853814,0.6402050644710269,0.6591579928538139,0.6800528196364766,0.6631194655895604,0.6647506602454559,0.6720521982289887,0.6718968463569986,0.6448656206307286,0.6736833928848842
0.7,0.6642846046294858,0.6262233959919217,0.6555848997980426,0.6775671896846357,0.6621096784216249,0.6642069286934907,0.6665372067733416,0.6707317073170732,0.637719434519186,0.6712754388690384
0.8,0.6618766506136399,0.6181450986484387,0.6557402516700326,0.6767904303246854,0.6560509554140127,0.662265030293615,0.6655274196054063,0.6697995960851328,0.6264564237999067,0.6707317073170732
0.9,0.6614882709336648,0.5989591424576666,0.6501475842783906,0.6763243747087152,0.6552741960540625,0.6601677800217493,0.6577598260059033,0.6687898089171974,0.6208637564082647,0.6682460773652322
1.0,0.6537983532701569,0.5835793071306509,0.6471958987105795,0.6735280410128942,0.6551188441820724,0.6576044741339133,0.6557402516700326,0.6682460773652322,0.6160478483765729,0.6672362901972969
