Repair Level,pred_race,sex,yearofbirth,height,weight,haircolor,eyecolor,zipcode,registrationdate,crime,convictiondate,convictionstate,incarcerated,absconder
0.0,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041,0.922514619883041
0.1,0.9206140350877193,0.9214912280701755,0.9254385964912281,0.9201754385964912,0.9200292397660819,0.9179824561403509,0.9190058479532164,0.9140350877192982,0.9292397660818713,0.9207602339181287,0.9195906432748538,0.9217836257309941,0.9201754385964912,0.922514619883041
0.2,0.9220760233918128,0.9206140350877193,0.9257309941520467,0.9217836257309941,0.9263157894736842,0.9213450292397661,0.9181286549707602,0.9078947368421053,0.9292397660818713,0.9248538011695906,0.9195906432748538,0.9247076023391813,0.922514619883041,0.9239766081871345
0.3,0.9194444444444444,0.9201754385964912,0.9288011695906433,0.9226608187134503,0.9261695906432749,0.922953216374269,0.9153508771929825,0.8988304093567251,0.9292397660818713,0.9302631578947368,0.9195906432748538,0.9280701754385965,0.9222222222222223,0.9252923976608187
0.4,0.918859649122807,0.9194444444444444,0.927485380116959,0.9248538011695906,0.9244152046783626,0.9217836257309941,0.9178362573099416,0.8839181286549708,0.9292397660818713,0.9299707602339181,0.9195906432748538,0.9299707602339181,0.9239766081871345,0.9244152046783626
0.5,0.9197368421052632,0.9162280701754386,0.9314327485380117,0.9238304093567251,0.9283625730994152,0.9285087719298246,0.9156432748538011,0.8723684210526316,0.9292397660818713,0.9295321637426901,0.9195906432748538,0.935233918128655,0.920906432748538,0.9254385964912281
0.6,0.92046783625731,0.9190058479532164,0.9383040935672514,0.9254385964912281,0.9330409356725147,0.9248538011695906,0.9156432748538011,0.848391812865497,0.9292397660818713,0.9391812865497076,0.9195906432748538,0.9346491228070175,0.9201754385964912,0.9276315789473685
0.7,0.9236842105263158,0.9195906432748538,0.9380116959064327,0.9309941520467836,0.935233918128655,0.922514619883041,0.9078947368421053,0.808187134502924,0.9293859649122806,0.9423976608187135,0.9194444444444444,0.9342105263157895,0.9228070175438596,0.9311403508771929
0.8,0.9206140350877193,0.9166666666666666,0.9456140350877194,0.9269005847953217,0.933187134502924,0.9248538011695906,0.9114035087719298,0.7574561403508772,0.9292397660818713,0.9480994152046783,0.9195906432748538,0.9375730994152047,0.9194444444444444,0.9323099415204679
0.9,0.927046783625731,0.9157894736842105,0.9478070175438597,0.9298245614035088,0.935233918128655,0.9251461988304094,0.9059941520467836,0.6536549707602339,0.9293859649122806,0.9504385964912281,0.9197368421052632,0.9368421052631579,0.9257309941520467,0.9324561403508772
1.0,0.9248538011695906,0.9125730994152047,0.9467836257309942,0.9311403508771929,0.9321637426900585,0.9219298245614035,0.9010233918128655,0.6248538011695907,0.9283625730994152,0.9444444444444444,0.9173976608187134,0.9388888888888889,0.9321637426900585,0.9385964912280702
