id,GEOID10_BlkGrp,GEOID10_Tract,geo_code_precision
5489,,,USAZipcode
5292,131370006012,13137000601,USAStreetAddr
5293,132050903003,13205090300,USAStreetAddr
5294,132971102002,13297110200,USAStreetAddr
5485,131210086013,13121008601,USAStreetAddr
5083,130510105013,13051010501,USAStreetAddr
5084,130339504003,13033950400,USAStreetAddr
5235,,,USAZipcode
5236,,,USAZipcode
5240,131790104003,13179010400,USAStreetAddr
5239,131619601003,13161960100,USAStreetAddr
5238,131619602002,13161960200,USAStreetAddr
5237,131150002012,13115000201,USAStreetAddr
5244,,,USAZipcode
5243,132859608002,13285960800,USAStreetAddr
5242,132930101002,13293010100,USAStreetAddr
5241,131210105102,13121010510,USAStreetAddr
5225,,,USAZipcode
5234,,,USAZipcode
5227,131210055012,13121005501,USAStreetAddr
5226,130690103002,13069010300,USAStreetAddr
5229,130730305041,13073030504,USAStreetAddr
5228,130590006002,13059000600,USAStreetAddr
5231,131230804001,13123080400,USAStreetAddr
5230,,,USAZipcode
5233,132150106051,13215010605,USAStreetAddr
5232,,,USAZipcode
5257,132171005011,13217100501,USAStreetAddr
5258,132971105042,13297110504,USAStreetAddr
5255,130890232122,13089023212,USAStreetAddr
5256,130630406092,13063040609,USAStreetAddr
5264,132231202021,13223120202,USAStreetAddr
5263,131999708002,13199970800,USAStreetAddr
5262,130459105021,13045910502,USAStreetAddr
5261,131210106031,13121010603,USAStreetAddr
5260,130591303001,13059130300,USAStreetAddr
5259,132219601001,13221960100,USAStreetAddr
5245,132330102004,13233010200,USAStreetAddr
5246,131739502002,13173950200,USAStreetAddr
5247,131850102012,13185010201,USAStreetAddr
5253,132779607004,13277960700,USAStreetAddr
5899,130890231013,13089023101,USAStreetAddr
5252,131479605001,13147960500,USAStreetAddr
5898,131210019002,13121001900,USAStreetAddr
5901,130550102004,13055010200,USAStreetAddr
5254,,,USAZipcode
5900,132450105073,13245010507,USAStreetAddr
5249,130670313121,13067031312,USAStreetAddr
5895,132619507002,13261950700,USAStreetAddr
5248,,,USAZipcode
5251,131050003003,13105000300,USAStreetAddr
5897,,,USAZipcode
5250,,,USAZipcode
5896,,,USAZipcode
6332,132759607005,13275960700,USAStreetAddr
6333,131530208002,13153020800,USAStreetAddr
6935,,,USAZipcode
6936,,,USAZipcode
6934,,,USAZipcode
6939,,,USAZipcode
6326,,,USAZipcode
6940,,,USAZipcode
6327,130890234221,13089023422,USAStreetAddr
6937,132150002001,13215000200,USAStreetAddr
6324,,,USAZipcode
6325,,,USAZipcode
6938,131530210002,13153021000,USAStreetAddr
6330,132379602011,13237960201,USAStreetAddr
6943,131030303041,13103030304,USAStreetAddr
6331,,,USAZipcode
6328,130591507003,13059150700,USAStreetAddr
6941,132551609001,13255160900,USAStreetAddr
6329,,,USAZipcode
6942,133059702005,13305970200,USAStreetAddr
6742,133130001024,13313000102,USAStreetAddr
6525,,,USAZipcode
6741,,,USAZipcode
6524,,,USAZipcode
6740,131390011021,13139001102,USAStreetAddr
6739,131018802002,13101880200,USAStreetAddr
6529,130890233151,13089023315,USAStreetAddr
6528,132231201011,13223120101,USAStreetAddr
6527,132130104001,13213010400,USAStreetAddr
6526,130690103002,13069010300,USAStreetAddr
6743,132470603081,13247060308,USAStreetAddr
6533,131850102021,13185010202,USAStreetAddr
6734,130670314091,13067031409,USAStreetAddr
6532,,,USAZipcode
6531,130510105013,13051010501,USAStreetAddr
6530,132930105002,13293010500,USAStreetAddr
6738,132050905004,13205090500,USAStreetAddr
6737,130890231071,13089023107,USAStreetAddr
6736,131350504171,13135050417,USAStreetAddr
6735,130670310013,13067031001,USAStreetAddr
6343,131131404031,13113140403,USAStreetAddr
6924,,,USAZipcode
6925,,,USAZipcode
6926,130630403082,13063040308,USAStreetAddr
6335,132759603002,13275960300,USAStreetAddr
6927,130890236032,13089023603,USAStreetAddr
6336,131099703001,13109970300,USAStreetAddr
6337,,,USAZipcode
6928,133059705002,13305970500,USAStreetAddr
6338,132999502002,13299950200,USAStreetAddr
6929,131210078051,13121007805,USAStreetAddr
6339,133130001022,13313000102,USAStreetAddr
6930,131210101181,13121010118,USAStreetAddr
6340,131270004011,13127000401,USAStreetAddr
6931,130719703002,13071970300,USAStreetAddr
6341,,,USAZipcode
6932,130970803031,13097080303,USAStreetAddr
6342,133019705002,13301970500,USAStreetAddr
6933,131530201052,13153020105,USAStreetAddr
6729,132719505002,13271950500,USAStreetAddr
6534,132719502001,13271950200,USAStreetAddr
5997,131999708005,13199970800,USAStreetAddr
6728,,,USAZipcode
5996,131210078021,13121007802,USAStreetAddr
6923,,,USAZipcode
6731,131210035002,13121003500,USAStreetAddr
6536,132231205024,13223120502,USAStreetAddr
5995,131270004042,13127000404,USAStreetAddr
6730,,,USAZipcode
6535,133039505003,13303950500,USAStreetAddr
6733,130730303082,13073030308,USAStreetAddr
6538,131559501001,13155950100,USAStreetAddr
6001,130771703053,13077170305,USAStreetAddr
6732,132171001004,13217100100,USAStreetAddr
6537,,,USAZipcode
6000,130259601001,13025960100,USAStreetAddr
6540,131559502001,13155950200,USAStreetAddr
5999,131790102022,13179010202,USAStreetAddr
6334,,,USAZipcode
6539,130570906021,13057090602,USAStreetAddr
5998,131390001022,13139000102,USAStreetAddr
6542,130510107001,13051010700,USAStreetAddr
6541,130570908043,13057090804,USAStreetAddr
6003,,,USAZipcode
6543,131350506051,13135050605,USAStreetAddr
6002,132379602022,13237960202,USAStreetAddr
6725,130771707002,13077170700,USAStreetAddr
6724,130159601023,13015960102,USAStreetAddr
6727,131850114032,13185011403,USAStreetAddr
6726,,,USAZipcode
6914,130970804043,13097080404,USAStreetAddr
6312,,,USAZipcode
6313,,,USAZipcode
6310,130590302002,13059030200,USAStreetAddr
6311,131390003041,13139000304,USAStreetAddr
6921,,,USAZipcode
6308,,,USAZipcode
6922,,,USAZipcode
6309,130771704031,13077170403,USAStreetAddr
6919,131210023003,13121002300,USAStreetAddr
6306,131510703071,13151070307,USAStreetAddr
6920,132699501001,13269950100,USAStreetAddr
6307,,,USAZipcode
6917,132450109041,13245010904,USAStreetAddr
6304,,,USAZipcode
6918,,,USAZipcode
6305,132150107023,13215010702,USAStreetAddr
6915,,,USAZipcode
6916,,,USAZipcode
6507,130470306004,13047030600,USAStreetAddr
6506,130950107001,13095010700,USAStreetAddr
6723,130179603004,13017960300,USAStreetAddr
6505,132551610002,13255161000,USAStreetAddr
6722,130510045004,13051004500,USAStreetAddr
6504,132999507001,13299950700,USAStreetAddr
6721,132450102044,13245010204,USAStreetAddr
6720,131950201003,13195020100,USAStreetAddr
6719,130790702021,13079070202,USAStreetAddr
6913,,,USAZipcode
6718,131131404033,13113140403,USAStreetAddr
6912,131899505004,13189950500,USAStreetAddr
6717,130099708001,13009970800,USAStreetAddr
6716,131150017012,13115001701,USAStreetAddr
6715,,,USAZipcode
6513,130719706003,13071970600,USAStreetAddr
6714,,,USAZipcode
6512,131210113012,13121011301,USAStreetAddr
6511,130879702001,13087970200,USAStreetAddr
6510,,,USAZipcode
6509,,,USAZipcode
6508,,,USAZipcode
6321,,,USAZipcode
6322,,,USAZipcode
6323,131350503111,13135050311,USAStreetAddr
6908,130890231073,13089023107,USAStreetAddr
6317,132419702011,13241970201,USAStreetAddr
6909,130670313062,13067031306,USAStreetAddr
6318,130470303031,13047030303,USAStreetAddr
6910,,,USAZipcode
6319,,,USAZipcode
6911,130859702021,13085970202,USAStreetAddr
6320,,,USAZipcode
6904,132330107001,13233010700,USAStreetAddr
6703,131210120002,13121012000,USAStreetAddr
6905,131210112025,13121011202,USAStreetAddr
6314,,,USAZipcode
6906,130890218143,13089021814,USAStreetAddr
6315,,,USAZipcode
6907,,,USAZipcode
6316,,,USAZipcode
6516,132450015001,13245001500,USAStreetAddr
6711,,,USAZipcode
6515,130890234193,13089023419,USAStreetAddr
6710,,,USAZipcode
6518,132759611003,13275961100,USAStreetAddr
6713,131850104023,13185010402,USAStreetAddr
6517,,,USAZipcode
6712,132150111002,13215011100,USAStreetAddr
6902,130510105013,13051010501,USAStreetAddr
6707,133159601001,13315960100,USAStreetAddr
6901,133130015001,13313001500,USAStreetAddr
6706,131530211032,13153021103,USAStreetAddr
6514,131299703003,13129970300,USAStreetAddr
6709,130210134091,13021013409,USAStreetAddr
6903,,,USAZipcode
6708,130510022005,13051002200,USAStreetAddr
6523,130950116001,13095011600,USAStreetAddr
6705,131210112023,13121011202,USAStreetAddr
6704,,,USAZipcode
6520,,,USAZipcode
6519,130630403023,13063040302,USAStreetAddr
6522,,,USAZipcode
6521,,,USAZipcode
6983,130510020002,13051002000,USAStreetAddr
6982,,,USAZipcode
6981,131390014023,13139001402,USAStreetAddr
6565,,,USAZipcode
6564,130890236021,13089023602,USAStreetAddr
6976,132450006003,13245000600,USAStreetAddr
6975,131350505471,13135050547,USAStreetAddr
6974,130510106013,13051010601,USAStreetAddr
6980,132150020001,13215002000,USAStreetAddr
6979,130131805023,13013180502,USAStreetAddr
6978,,,USAZipcode
6977,,,USAZipcode
6694,131150011003,13115001100,USAStreetAddr
6568,130459107023,13045910702,USAStreetAddr
6697,130879707001,13087970700,USAStreetAddr
6569,,,USAZipcode
6698,131350503191,13135050319,USAStreetAddr
6566,130690103002,13069010300,USAStreetAddr
6695,,,USAZipcode
6696,,,USAZipcode
6567,132551612002,13255161200,USAStreetAddr
6701,132950201004,13295020100,USAStreetAddr
6572,,,USAZipcode
6702,132450105063,13245010506,USAStreetAddr
6573,131210106043,13121010604,USAStreetAddr
6699,,,USAZipcode
6570,130550104002,13055010400,USAStreetAddr
6700,,,USAZipcode
6571,132219603001,13221960300,USAStreetAddr
6971,131030302042,13103030204,USAStreetAddr
6970,130630402021,13063040202,USAStreetAddr
6294,132999502002,13299950200,USAStreetAddr
6973,131879602023,13187960202,USAStreetAddr
6972,132579703021,13257970302,USAStreetAddr
6574,,,USAZipcode
6296,130470301003,13047030100,USAStreetAddr
6295,131350504211,13135050421,USAStreetAddr
6576,,,USAZipcode
6298,130570911012,13057091101,USAStreetAddr
6575,132759603002,13275960300,USAStreetAddr
6297,,,USAZipcode
6300,130570907013,13057090701,USAStreetAddr
6299,,,USAZipcode
6302,130630404161,13063040416,USAStreetAddr
6965,132731205001,13273120500,USAStreetAddr
6301,,,USAZipcode
6964,130630405241,13063040524,USAStreetAddr
6967,132930105005,13293010500,USAStreetAddr
6303,131210070011,13121007001,USAStreetAddr
6966,,,USAZipcode
6969,133219505003,13321950500,USAStreetAddr
6968,130970805111,13097080511,USAStreetAddr
6577,131270004011,13127000401,USAStreetAddr
6578,,,USAZipcode
6579,130879701003,13087970100,USAStreetAddr
6580,,,USAZipcode
6581,132171009011,13217100901,USAStreetAddr
6582,131999707004,13199970700,USAStreetAddr
6583,,,USAZipcode
6963,130591405001,13059140500,USAStreetAddr
6962,,,USAZipcode
6961,131171303051,13117130305,USAStreetAddr
6960,132579703011,13257970301,USAStreetAddr
6959,,,USAZipcode
6958,131770203003,13177020300,USAStreetAddr
6957,132150009001,13215000900,USAStreetAddr
6956,,,USAZipcode
6955,132799703002,13279970300,USAStreetAddr
6954,,,USAZipcode
6552,130970804022,13097080402,USAStreetAddr
6553,130019505001,13001950500,USAStreetAddr
6550,130630405152,13063040515,USAStreetAddr
6551,,,USAZipcode
6548,,,USAZipcode
6549,131210085003,13121008500,USAStreetAddr
6546,130990902003,13099090200,USAStreetAddr
6547,132231205012,13223120501,USAStreetAddr
6544,131530213003,13153021300,USAStreetAddr
6545,132231206031,13223120603,USAStreetAddr
6953,131390016052,13139001605,USAStreetAddr
6952,131510701061,13151070106,USAStreetAddr
6554,130570910071,13057091007,USAStreetAddr
6949,130339505002,13033950500,USAStreetAddr
6948,130510108083,13051010808,USAStreetAddr
6951,132971106032,13297110603,USAStreetAddr
6950,130510105013,13051010501,USAStreetAddr
6945,130950011002,13095001100,USAStreetAddr
6944,131530214003,13153021400,USAStreetAddr
6947,,,USAZipcode
6946,132150105011,13215010501,USAStreetAddr
6563,132171009012,13217100901,USAStreetAddr
6559,131619601004,13161960100,USAStreetAddr
6560,131510702033,13151070203,USAStreetAddr
6561,,,USAZipcode
6562,,,USAZipcode
6555,132270503001,13227050300,USAStreetAddr
6556,,,USAZipcode
6557,130259602002,13025960200,USAStreetAddr
6558,,,USAZipcode
6793,130890231111,13089023111,USAStreetAddr
6792,130510105013,13051010501,USAStreetAddr
6791,130890233104,13089023310,USAStreetAddr
6790,132999509002,13299950900,USAStreetAddr
6789,,,USAZipcode
6788,,,USAZipcode
6787,131530214003,13153021400,USAStreetAddr
6786,,,USAZipcode
6784,,,USAZipcode
6990,130210131023,13021013102,USAStreetAddr
6785,130719703005,13071970300,USAStreetAddr
6991,131370001002,13137000100,USAStreetAddr
6988,131210106042,13121010604,USAStreetAddr
6989,132551608002,13255160800,USAStreetAddr
6986,130879703002,13087970300,USAStreetAddr
6987,131210112011,13121011201,USAStreetAddr
6984,130510116001,13051011600,USAStreetAddr
6985,,,USAZipcode
6992,130670314062,13067031406,USAStreetAddr
6993,130950110002,13095011000,USAStreetAddr
6775,132859608001,13285960800,USAStreetAddr
6776,131030303011,13103030301,USAStreetAddr
6777,132999505002,13299950500,USAStreetAddr
6778,133059702002,13305970200,USAStreetAddr
6779,132799702003,13279970200,USAStreetAddr
6780,130630404072,13063040407,USAStreetAddr
6781,130630404101,13063040410,USAStreetAddr
6782,130890233123,13089023312,USAStreetAddr
6783,131510704032,13151070403,USAStreetAddr
6774,131210080001,13121008000,USAStreetAddr
6499,132150028002,13215002800,USAStreetAddr
6766,130890217041,13089021704,USAStreetAddr
6500,,,USAZipcode
6767,,,USAZipcode
6497,130890234283,13089023428,USAStreetAddr
6764,132150033022,13215003302,USAStreetAddr
6498,,,USAZipcode
6765,131770203003,13177020300,USAStreetAddr
6503,,,USAZipcode
6770,131299703003,13129970300,USAStreetAddr
6771,132231205023,13223120502,USAStreetAddr
6501,,,USAZipcode
6768,131451204023,13145120402,USAStreetAddr
6502,,,USAZipcode
6769,132859608001,13285960800,USAStreetAddr
6772,,,USAZipcode
6773,,,USAZipcode
6495,132759611003,13275961100,USAStreetAddr
6496,132171003003,13217100300,USAStreetAddr
6494,130970802023,13097080202,USAStreetAddr
6757,,,USAZipcode
6758,132551608003,13255160800,USAStreetAddr
6759,132150033022,13215003302,USAStreetAddr
6760,130630403062,13063040306,USAStreetAddr
6754,,,USAZipcode
6755,,,USAZipcode
6756,,,USAZipcode
6761,,,USAZipcode
6762,130351502001,13035150200,USAStreetAddr
6763,130510108012,13051010801,USAStreetAddr
6748,133130005012,13313000501,USAStreetAddr
6749,,,USAZipcode
6746,,,USAZipcode
6747,131570101032,13157010103,USAStreetAddr
6744,,,USAZipcode
6745,131018802001,13101880200,USAStreetAddr
6752,132499601001,13249960100,USAStreetAddr
6753,132270503001,13227050300,USAStreetAddr
6750,,,USAZipcode
6751,130859701001,13085970100,USAStreetAddr
6589,131499702002,13149970200,USAStreetAddr
6588,130859702011,13085970201,USAStreetAddr
6591,130890233034,13089023303,USAStreetAddr
6385,133097802003,13309780200,USAStreetAddr
6590,130771704051,13077170405,USAStreetAddr
6384,,,USAZipcode
6593,,,USAZipcode
6387,131270008003,13127000800,USAStreetAddr
6592,132499602001,13249960200,USAStreetAddr
6386,132470603071,13247060307,USAStreetAddr
6389,130510107001,13051010700,USAStreetAddr
6388,130630406112,13063040611,USAStreetAddr
6390,131850102026,13185010202,USAStreetAddr
6391,,,USAZipcode
6392,,,USAZipcode
6393,130199705002,13019970500,USAStreetAddr
6584,130591403003,13059140300,USAStreetAddr
6585,,,USAZipcode
6586,132231204003,13223120400,USAStreetAddr
6587,130459102001,13045910200,USAStreetAddr
6377,131350505363,13135050536,USAStreetAddr
6378,131530211034,13153021103,USAStreetAddr
6375,131299707003,13129970700,USAStreetAddr
6376,,,USAZipcode
6374,132971104002,13297110400,USAStreetAddr
6383,,,USAZipcode
6382,,,USAZipcode
6381,132731203004,13273120300,USAStreetAddr
6380,,,USAZipcode
6379,130890234121,13089023412,USAStreetAddr
6364,132171001002,13217100100,USAStreetAddr
6365,132859606002,13285960600,USAStreetAddr
6366,131210120001,13121012000,USAStreetAddr
6367,,,USAZipcode
6373,131150006001,13115000600,USAStreetAddr
6372,130459105023,13045910502,USAStreetAddr
6369,133119502032,13311950203,USAStreetAddr
6368,,,USAZipcode
6371,131210078023,13121007802,USAStreetAddr
6370,131150016003,13115001600,USAStreetAddr
6355,,,USAZipcode
6356,132971103001,13297110300,USAStreetAddr
6354,132150107031,13215010703,USAStreetAddr
6360,131759514002,13175951400,USAStreetAddr
6359,,,USAZipcode
6358,133039507003,13303950700,USAStreetAddr
6357,130459107033,13045910703,USAStreetAddr
6363,132330107004,13233010700,USAStreetAddr
6362,131850111002,13185011100,USAStreetAddr
6361,130210108001,13021010800,USAStreetAddr
6344,133119503002,13311950300,USAStreetAddr
6345,131390001021,13139000102,USAStreetAddr
6347,133219504001,13321950400,USAStreetAddr
6346,132150029022,13215002902,USAStreetAddr
6349,,,USAZipcode
6348,131210081021,13121008102,USAStreetAddr
6351,132971105082,13297110508,USAStreetAddr
6350,,,USAZipcode
6353,131879601011,13187960101,USAStreetAddr
6352,131150012001,13115001200,USAStreetAddr
6800,132190303002,13219030300,USAStreetAddr
6801,132450109053,13245010905,USAStreetAddr
6798,130339504003,13033950400,USAStreetAddr
6799,131030303043,13103030304,USAStreetAddr
6796,130630403023,13063040302,USAStreetAddr
6797,130311104011,13031110401,USAStreetAddr
6794,132450102044,13245010204,USAStreetAddr
6795,131230804001,13123080400,USAStreetAddr
6153,130210119002,13021011900,USAStreetAddr
6152,131150006002,13115000600,USAStreetAddr
6151,,,USAZipcode
6150,130339507001,13033950700,USAStreetAddr
6149,132330101001,13233010100,USAStreetAddr
6148,132171007002,13217100700,USAStreetAddr
6146,130590302002,13059030200,USAStreetAddr
6595,,,USAZipcode
6147,132999502002,13299950200,USAStreetAddr
6594,,,USAZipcode
6144,132330101003,13233010100,USAStreetAddr
6145,131210112025,13121011202,USAStreetAddr
6603,,,USAZipcode
6602,132799701003,13279970100,USAStreetAddr
6601,133097801001,13309780100,USAStreetAddr
6600,131350502091,13135050209,USAStreetAddr
6599,131079704003,13107970400,USAStreetAddr
6598,130210136031,13021013603,USAStreetAddr
6597,132759607006,13275960700,USAStreetAddr
6596,130950015002,13095001500,USAStreetAddr
6196,131350506072,13135050607,USAStreetAddr
6197,130210125002,13021012500,USAStreetAddr
6198,130210139002,13021013900,USAStreetAddr
6199,,,USAZipcode
6194,130210133023,13021013302,USAStreetAddr
6195,131510704033,13151070403,USAStreetAddr
6163,,,USAZipcode
6200,132859603003,13285960300,USAStreetAddr
6160,,,USAZipcode
6201,,,USAZipcode
6159,130159606003,13015960600,USAStreetAddr
6202,,,USAZipcode
6162,131210076023,13121007602,USAStreetAddr
6203,132699502001,13269950200,USAStreetAddr
6161,130570911022,13057091102,USAStreetAddr
6155,131210116113,13121011611,USAStreetAddr
6403,131210035001,13121003500,USAStreetAddr
6156,,,USAZipcode
6402,132859607001,13285960700,USAStreetAddr
6157,,,USAZipcode
6158,131390016041,13139001604,USAStreetAddr
6399,131210026001,13121002600,USAStreetAddr
6398,131999708005,13199970800,USAStreetAddr
6401,,,USAZipcode
6154,132450107121,13245010712,USAStreetAddr
6400,,,USAZipcode
6395,130550105002,13055010500,USAStreetAddr
6394,131018802001,13101880200,USAStreetAddr
6397,130810104003,13081010400,USAStreetAddr
6396,,,USAZipcode
6818,131850113022,13185011302,USAStreetAddr
6205,132171008001,13217100800,USAStreetAddr
6819,132759606001,13275960600,USAStreetAddr
6206,,,USAZipcode
6816,130510108021,13051010802,USAStreetAddr
6817,,,USAZipcode
6204,131210113061,13121011306,USAStreetAddr
6822,,,USAZipcode
6209,131350507311,13135050731,USAStreetAddr
6823,132551610003,13255161000,USAStreetAddr
6210,,,USAZipcode
6820,130591403002,13059140300,USAStreetAddr
6207,133059706001,13305970600,USAStreetAddr
6821,132579703022,13257970302,USAStreetAddr
6208,,,USAZipcode
6213,,,USAZipcode
6173,131850105003,13185010500,USAStreetAddr
6172,,,USAZipcode
6211,131350507182,13135050718,USAStreetAddr
6171,130379501002,13037950100,USAStreetAddr
6212,132950203011,13295020301,USAStreetAddr
6170,131210087001,13121008700,USAStreetAddr
6814,131210101181,13121010118,USAStreetAddr
6815,131759509002,13175950900,USAStreetAddr
6164,130459104001,13045910400,USAStreetAddr
6412,131350506091,13135050609,USAStreetAddr
6165,131210112025,13121011202,USAStreetAddr
6411,130630402031,13063040203,USAStreetAddr
6410,132950203021,13295020302,USAStreetAddr
6409,,,USAZipcode
6168,131390015021,13139001502,USAStreetAddr
6617,132910002041,13291000204,USAStreetAddr
6169,,,USAZipcode
6616,131030302031,13103030203,USAStreetAddr
6166,131150017011,13115001701,USAStreetAddr
6615,,,USAZipcode
6167,130810101003,13081010100,USAStreetAddr
6413,130890232062,13089023206,USAStreetAddr
6614,131570104004,13157010400,USAStreetAddr
6404,133130008005,13313000800,USAStreetAddr
6621,132470602024,13247060202,USAStreetAddr
6620,131210123002,13121012300,USAStreetAddr
6619,132879703001,13287970300,USAStreetAddr
6813,,,USAZipcode
6618,130131803011,13013180301,USAStreetAddr
6408,131690301042,13169030104,USAStreetAddr
6407,132150014001,13215001400,USAStreetAddr
6406,130131803011,13013180301,USAStreetAddr
6623,131210104004,13121010400,USAStreetAddr
6405,130210136031,13021013603,USAStreetAddr
6622,130890234222,13089023422,USAStreetAddr
6805,130210108001,13021010800,USAStreetAddr
6214,,,USAZipcode
6806,,,USAZipcode
6215,130119702002,13011970200,USAStreetAddr
6807,,,USAZipcode
6216,130199702001,13019970200,USAStreetAddr
6808,131210081011,13121008101,USAStreetAddr
6217,,,USAZipcode
6809,130970805051,13097080505,USAStreetAddr
6218,131210077031,13121007703,USAStreetAddr
6810,130459108001,13045910800,USAStreetAddr
6219,,,USAZipcode
6811,130510105013,13051010501,USAStreetAddr
6220,130131801071,13013180107,USAStreetAddr
6812,131390004001,13139000400,USAStreetAddr
6221,130670310021,13067031002,USAStreetAddr
6222,130670305054,13067030505,USAStreetAddr
6182,130890231083,13089023108,USAStreetAddr
6223,132250401024,13225040102,USAStreetAddr
6181,131850101022,13185010102,USAStreetAddr
6183,133059703001,13305970300,USAStreetAddr
6804,132551603001,13255160300,USAStreetAddr
6421,,,USAZipcode
6174,131210012012,13121001201,USAStreetAddr
6420,,,USAZipcode
6175,131790106001,13179010600,USAStreetAddr
6423,130159610002,13015961000,USAStreetAddr
6176,130131803022,13013180302,USAStreetAddr
6422,130570903002,13057090300,USAStreetAddr
6177,132971105073,13297110507,USAStreetAddr
6604,133170103012,13317010301,USAStreetAddr
6178,,,USAZipcode
6179,130119701001,13011970100,USAStreetAddr
6606,130970803041,13097080304,USAStreetAddr
6180,,,USAZipcode
6605,131899502003,13189950200,USAStreetAddr
6803,131319503003,13131950300,USAStreetAddr
6608,132450102044,13245010204,USAStreetAddr
6802,131319502002,13131950200,USAStreetAddr
6607,131639603004,13163960300,USAStreetAddr
6415,,,USAZipcode
6610,131390003052,13139000305,USAStreetAddr
6414,131451202001,13145120200,USAStreetAddr
6609,131570102002,13157010200,USAStreetAddr
6417,,,USAZipcode
6612,130950106011,13095010601,USAStreetAddr
6416,130970801022,13097080102,USAStreetAddr
6611,,,USAZipcode
6419,130510027002,13051002700,USAStreetAddr
6418,131350506092,13135050609,USAStreetAddr
6613,130950106012,13095010601,USAStreetAddr
6837,131270004011,13127000401,USAStreetAddr
6110,130890231132,13089023113,USAStreetAddr
6836,131230802001,13123080200,USAStreetAddr
6111,,,USAZipcode
6835,,,USAZipcode
6108,132450002001,13245000200,USAStreetAddr
6834,130630403072,13063040307,USAStreetAddr
6109,,,USAZipcode
6106,131850115001,13185011500,USAStreetAddr
6107,131850104023,13185010402,USAStreetAddr
6104,132050902003,13205090200,USAStreetAddr
6105,,,USAZipcode
6843,,,USAZipcode
6842,132150105013,13215010501,USAStreetAddr
6841,130890235012,13089023501,USAStreetAddr
6840,131414803001,13141480300,USAStreetAddr
6839,132579704001,13257970400,USAStreetAddr
6112,130670310022,13067031002,USAStreetAddr
6838,131819702003,13181970200,USAStreetAddr
6113,130670314083,13067031408,USAStreetAddr
6429,132150112002,13215011200,USAStreetAddr
6430,,,USAZipcode
6427,,,USAZipcode
6428,,,USAZipcode
6425,131299702002,13129970200,USAStreetAddr
6426,130570909044,13057090904,USAStreetAddr
6424,,,USAZipcode
6433,,,USAZipcode
6431,130890231082,13089023108,USAStreetAddr
6432,131570107021,13157010702,USAStreetAddr
6824,,,USAZipcode
6119,130591403002,13059140300,USAStreetAddr
6120,,,USAZipcode
6826,132759602001,13275960200,USAStreetAddr
6121,131210031002,13121003100,USAStreetAddr
6825,130570907021,13057090702,USAStreetAddr
6122,,,USAZipcode
6115,130690103002,13069010300,USAStreetAddr
6116,,,USAZipcode
6117,,,USAZipcode
6118,131350504303,13135050430,USAStreetAddr
6832,130890220011,13089022001,USAStreetAddr
6831,,,USAZipcode
6833,,,USAZipcode
6828,,,USAZipcode
6123,131099701001,13109970100,USAStreetAddr
6827,131510705022,13151070502,USAStreetAddr
6830,132150104022,13215010402,USAStreetAddr
6829,130159601022,13015960102,USAStreetAddr
6438,131619602002,13161960200,USAStreetAddr
6439,130570905011,13057090501,USAStreetAddr
6440,130670303321,13067030332,USAStreetAddr
6441,,,USAZipcode
6434,131390001021,13139000102,USAStreetAddr
6435,133119503002,13311950300,USAStreetAddr
6436,130131802031,13013180203,USAStreetAddr
6437,131570107021,13157010702,USAStreetAddr
6114,131570105001,13157010500,USAStreetAddr
6442,130970805051,13097080505,USAStreetAddr
6443,130351501005,13035150100,USAStreetAddr
6855,132551603001,13255160300,USAStreetAddr
6128,,,USAZipcode
6854,131850114034,13185011403,USAStreetAddr
6129,130830401011,13083040101,USAStreetAddr
6126,131510701112,13151070111,USAStreetAddr
6127,,,USAZipcode
6859,,,USAZipcode
6132,,,USAZipcode
6858,130690102001,13069010200,USAStreetAddr
6133,,,USAZipcode
6857,131911102001,13191110200,USAStreetAddr
6130,,,USAZipcode
6856,132719505001,13271950500,USAStreetAddr
6131,130771701001,13077170100,USAStreetAddr
6863,,,USAZipcode
6862,,,USAZipcode
6861,130919603001,13091960300,USAStreetAddr
6860,,,USAZipcode
6444,130470301003,13047030100,USAStreetAddr
6447,130510107002,13051010700,USAStreetAddr
6448,,,USAZipcode
6445,131171305092,13117130509,USAStreetAddr
6446,131350506053,13135050605,USAStreetAddr
6451,,,USAZipcode
6452,131210108002,13121010800,USAStreetAddr
6449,131299708003,13129970800,USAStreetAddr
6450,,,USAZipcode
6453,132999502002,13299950200,USAStreetAddr
6125,131210105132,13121010513,USAStreetAddr
6124,131350505352,13135050535,USAStreetAddr
6137,,,USAZipcode
6138,132532002001,13253200200,USAStreetAddr
6844,130879703003,13087970300,USAStreetAddr
6139,,,USAZipcode
6140,133130001011,13313000101,USAStreetAddr
6846,130771708012,13077170801,USAStreetAddr
6141,131510702032,13151070203,USAStreetAddr
6845,,,USAZipcode
6142,,,USAZipcode
6848,,,USAZipcode
6143,130459109002,13045910900,USAStreetAddr
6847,131210105123,13121010512,USAStreetAddr
6850,,,USAZipcode
6849,132450109053,13245010905,USAStreetAddr
6852,131150017023,13115001702,USAStreetAddr
6851,132930102013,13293010201,USAStreetAddr
6853,130470302023,13047030202,USAStreetAddr
6455,132799702005,13279970200,USAStreetAddr
6454,130490101001,13049010100,USAStreetAddr
6456,130459104002,13045910400,USAStreetAddr
6457,132019503002,13201950300,USAStreetAddr
6458,130570910072,13057091007,USAStreetAddr
6459,131879602012,13187960201,USAStreetAddr
6460,,,USAZipcode
6461,132971106032,13297110603,USAStreetAddr
