Disparate Impact,0,1
0.184959066499528,0.7976594941487354,0.7976594941487354
0.19922619920786272,0.7950169875424689,0.7950169875424689
0.24958731108463728,0.7885994714986787,0.7885994714986787
0.3049281369580588,0.7870894677236693,0.7870894677236693
0.3477342108718487,0.7946394865987165,0.7946394865987165
0.3912105382693618,0.787844469611174,0.787844469611174
0.478601924640824,0.7844469611174028,0.7844469611174028
0.554494261472705,0.7780294450736127,0.7780294450736127
0.6063058035714285,0.7682144205360514,0.7682144205360514
0.6817611378372727,0.7550018875047187,0.7550018875047187
0.8325670498084291,0.7402793506983767,0.7402793506983767
