Disparate Impact,WHITE,BLACK,HISPANIC
0.9839208410636981,0.8796561604584527,0.8796561604584527,0.8796561604584527
0.9839208410636981,0.8767908309455588,0.8767908309455588,0.8767908309455588
0.9957186544342508,0.8868194842406877,0.8868194842406877,0.8868194842406877
1.0200501253132832,0.8710601719197708,0.8710601719197708,0.8710601719197708
0.9839208410636981,0.8796561604584527,0.8796561604584527,0.8796561604584527
1.001230012300123,0.8825214899713467,0.8825214899713467,0.8825214899713467
0.9628252788104088,0.8853868194842407,0.8853868194842407,0.8853868194842407
0.9522058823529411,0.8796561604584527,0.8796561604584527,0.8796561604584527
0.9364197530864198,0.8810888252148997,0.8810888252148997,0.8810888252148997
0.9894278606965174,0.8724928366762178,0.8724928366762178,0.8724928366762178
1.022099447513812,0.8853868194842407,0.8853868194842407,0.8853868194842407
