Repair Level,W,B
0.0,1.0,1.0024338374291115
0.1,1.0,1.0132075471698112
0.2,1.0,1.0145318441064637
0.3,1.0,1.0049788135593218
0.4,1.0,0.9967810150375939
0.5,1.0,1.0017704372623573
0.6,1.0,1.0112994350282485
0.7,1.0,1.020912547528517
0.8,1.0,0.9741924157303369
0.9,1.0,1.013329326923077
1.0,1.0,0.9985004798464491
