Disparate Impact,White,Black,American Indian or Alaskan Native,Asian or Pacific Islander,Unknown
1.3618052965311451,0.7331871345029239,0.7331871345029239,0.7331871345029239,0.7331871345029239,0.7331871345029239
1.025561797752809,0.7228070175438597,0.7228070175438597,0.7228070175438597,0.7228070175438597,0.7228070175438597
1.3592702903946392,0.7298245614035088,0.7298245614035088,0.7298245614035088,0.7298245614035088,0.7298245614035088
1.3175748827138218,0.7460526315789474,0.7460526315789474,0.7460526315789474,0.7460526315789474,0.7460526315789474
1.3062611806797855,0.7524853801169591,0.7524853801169591,0.7524853801169591,0.7524853801169591,0.7524853801169591
0.9716997870830377,0.7567251461988304,0.7567251461988304,0.7567251461988304,0.7567251461988304,0.7567251461988304
1.302997858672377,0.7590643274853801,0.7590643274853801,0.7590643274853801,0.7590643274853801,0.7590643274853801
1.2797055730809674,0.7675438596491229,0.7675438596491229,0.7675438596491229,0.7675438596491229,0.7675438596491229
1.27434554973822,0.7668128654970761,0.7668128654970761,0.7668128654970761,0.7668128654970761,0.7668128654970761
0.9301120923913044,0.7925438596491228,0.7925438596491228,0.7925438596491228,0.7925438596491228,0.7925438596491228
0.6034710743801653,0.8203216374269006,0.8203216374269006,0.8203216374269006,0.8203216374269006,0.8203216374269006
