Disparate Impact,White,Black,American Indian or Alaskan Native,Asian or Pacific Islander,Unknown
1.0709369024856596,0.8248367287259967,0.8248367287259967,0.8248367287259967,0.8248367287259967,0.8248367287259967
1.0711417096959266,0.8199629593527634,0.8199629593527634,0.8199629593527634,0.8199629593527634,0.8199629593527634
0.9715356195035647,0.8169412223413588,0.8169412223413588,0.8169412223413588,0.8169412223413588,0.8169412223413588
1.0668571428571427,0.8133346330051662,0.8133346330051662,0.8133346330051662,0.8133346330051662,0.8133346330051662
1.0642219266578,0.8121649283555902,0.8121649283555902,0.8121649283555902,0.8121649283555902,0.8121649283555902
1.060393790230973,0.8088507651817916,0.8088507651817916,0.8088507651817916,0.8088507651817916,0.8088507651817916
1.0607954545454545,0.8066088312701043,0.8066088312701043,0.8066088312701043,0.8066088312701043,0.8066088312701043
1.0555974368639276,0.804074471196023,0.804074471196023,0.804074471196023,0.804074471196023,0.804074471196023
0.9531670126952794,0.803489618871235,0.803489618871235,0.803489618871235,0.803489618871235,0.803489618871235
1.0510414711953462,0.7967638171361732,0.7967638171361732,0.7967638171361732,0.7967638171361732,0.7967638171361732
0.9501433442467219,0.7975436202358904,0.7975436202358904,0.7975436202358904,0.7975436202358904,0.7975436202358904
